,ID,Number,LargestIntensity,Origin Time,Location,Latitude,longtitude,Depth,Magnitude,Link
18,20211223115007,000,2,2021-12-23 11:50:07,臺東縣政府北北東方  72.6  公里 (位於臺東縣近海),23.33,121.48,29.9,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122311500736
19,20211223074019,000,2,2021-12-23 07:40:19,臺東縣政府北北東方  53.4  公里 (位於臺東縣成功鎮),23.19,121.38,18.5,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122307401936
20,20211222233515,000,2,2021-12-22 23:35:15,花蓮縣政府西南西方  21.2  公里 (位於花蓮縣秀林鄉),23.88,121.45,18.8,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122223351533
21,20211222190842,000,2,2021-12-22 19:08:42,花蓮縣政府東南方  10.8  公里 (位於花蓮縣近海),23.91,121.68,19.4,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122219084236
22,20211222090748,000,2,2021-12-22 09:07:48,花蓮縣政府西南西方  20.1  公里 (位於花蓮縣秀林鄉),23.9,121.45,19.4,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122209074837
23,20211221185930,112,4,2021-12-21 18:59:30,臺南市政府東北東方  36.4  公里 (位於臺南市南化區),23.11,120.51,9.4,4.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021122118593046112
24,20211219040249,111,3,2021-12-19 04:02:49,臺東縣政府東北方  32.2  公里 (位於臺東縣近海),22.97,121.36,22.1,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021121904024945111
25,20211216093810,000,3,2021-12-16 09:38:10,花蓮縣政府西北西方  13.6  公里 (位於花蓮縣秀林鄉),24.06,121.51,17.7,3.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021121609381035
26,20211216024111,000,2,2021-12-16 02:41:11,花蓮縣政府西南方  23.0  公里 (位於花蓮縣秀林鄉),23.86,121.44,17.4,3.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021121602411135
27,20211212141614,000,1,2021-12-12 14:16:14,花蓮縣政府東北東方  50.2  公里 (位於臺灣東部海域),24.18,122.07,28.4,4.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021121214161440
28,20211208004548,000,3,2021-12-08 00:45:48,臺東縣政府北北東方  75.3  公里 (位於臺東縣長濱鄉),23.37,121.46,34.3,4.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120800454842
29,20211207185621,000,3,2021-12-07 18:56:21,宜蘭縣政府南方  36.0  公里 (位於宜蘭縣南澳鄉),24.41,121.74,7.4,3.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120718562131
30,20211206210551,110,3,2021-12-06 21:05:51,宜蘭縣政府東北東方  33.3  公里 (位於臺灣東部海域),24.86,122.06,106.2,5.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120621055153110
31,20211206162907,000,2,2021-12-06 16:29:07,花蓮縣政府北北東方  18.3  公里 (位於花蓮縣近海),24.15,121.66,28.4,4.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120616290740
32,20211202163520,000,3,2021-12-02 16:35:20,花蓮縣政府南南西方  31.6  公里 (位於花蓮縣鳳林鎮),23.74,121.47,9.3,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120216352036
33,20211201165705,109,3,2021-12-01 16:57:05,臺東縣政府東北東方  49.5  公里 (位於臺灣東南部海域),22.9,121.61,16.5,4.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120116570544109
34,20211201071746,108,4,2021-12-01 07:17:46,臺東縣政府東北東方  51.5  公里 (位於臺灣東南部海域),22.89,121.63,17.8,4.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021120107174646108
35,20211130094455,000,3,2021-11-30 09:44:55,宜蘭縣政府南南東方  31.1  公里 (位於宜蘭縣近海),24.46,121.86,22.7,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021113009445536
36,20211129071127,000,3,2021-11-29 07:11:27,花蓮縣政府北北東方  23.4  公里 (位於花蓮縣近海),24.2,121.67,30.1,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021112907112745
37,20211126051508,000,1,2021-11-26 05:15:08,臺東縣政府南方  87.1  公里 (位於臺灣東南部海域),21.98,121.3,65.0,4.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021112605150844
38,20211124175519,000,3,2021-11-24 17:55:19,花蓮縣政府東方  80.6  公里 (位於臺灣東部海域),24.04,122.41,25.5,5.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021112417551952
39,20211124083347,000,3,2021-11-24 08:33:47,臺東縣政府北方  31.5  公里 (位於臺東縣關山鎮),23.04,121.15,13.2,3.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021112408334735
40,20211118150828,000,2,2021-11-18 15:08:28,臺南市政府東北方  38.1  公里 (位於臺南市東山區),23.25,120.43,8.8,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111815082836
41,20211118113804,000,1,2021-11-18 11:38:04,花蓮縣政府東南方  13.9  公里 (位於臺灣東部海域),23.89,121.7,18.1,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111811380433
42,20211117102535,107,3,2021-11-17 10:25:35,宜蘭縣政府東方  42.7  公里 (位於臺灣東部海域),24.77,122.18,5.9,5.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111710253552107
43,20211114210515,106,3,2021-11-14 21:05:15,宜蘭縣政府東南方  24.6  公里 (位於宜蘭縣近海),24.58,121.94,66.7,5.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111421051553106
44,20211114173823,000,1,2021-11-14 17:38:23,花蓮縣政府南方  56.9  公里 (位於花蓮縣近海),23.48,121.53,43.4,4.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111417382340
45,20211114131648,000,2,2021-11-14 13:16:48,花蓮縣政府西南西方  16.1  公里 (位於花蓮縣秀林鄉),23.94,121.47,18.5,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111413164834
46,20211112230526,000,2,2021-11-12 23:05:26,花蓮縣政府東北方  32.7  公里 (位於花蓮縣近海),24.24,121.79,16.0,3.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111223052638
47,20211111205934,000,2,2021-11-11 20:59:34,臺南市政府北方  36.2  公里 (位於臺南市鹽水區),23.31,120.25,10.0,3.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111120593431
48,20211110234513,000,2,2021-11-10 23:45:13,宜蘭縣政府東南東方  497.2  公里,23.54,126.48,10.0,6.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111023451366
49,20211110022414,000,1,2021-11-10 02:24:14,花蓮縣政府東方  73.5  公里 (位於臺灣東部海域),23.98,122.34,19.6,4.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021111002241448
50,20211109084049,000,3,2021-11-09 08:40:49,花蓮縣政府西南西方  16.6  公里 (位於花蓮縣秀林鄉),23.93,121.47,19.4,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110908404934
51,20211109073304,000,3,2021-11-09 07:33:04,臺東縣政府北北東方  47.1  公里 (位於臺東縣成功鎮),23.15,121.32,12.1,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110907330437
52,20211108130309,000,2,2021-11-08 13:03:09,花蓮縣政府東南東方  36.9  公里 (位於臺灣東部海域),23.83,121.94,28.2,4.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110813030944
53,20211107192316,000,2,2021-11-07 19:23:16,花蓮縣政府北方  37.3  公里 (位於花蓮縣秀林鄉),24.32,121.67,44.9,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110719231645
54,20211106202413,000,3,2021-11-06 20:24:13,嘉義縣政府東方  41.5  公里 (位於嘉義縣梅山鄉),23.52,120.69,8.6,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110620241336
55,20211106053548,000,3,2021-11-06 05:35:48,花蓮縣政府西南西方  18.2  公里 (位於花蓮縣秀林鄉),23.92,121.46,19.6,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110605354834
56,20211106015715,000,3,2021-11-06 01:57:15,嘉義市政府北北西方  3.3  公里 (位於嘉義市東區),23.51,120.44,7.4,3.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110601571531
57,20211101002316,000,2,2021-11-01 00:23:16,宜蘭縣政府南方  17.2  公里 (位於宜蘭縣南澳鄉),24.58,121.78,65.7,4.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021110100231642
58,20211028162917,000,2,2021-10-28 16:29:17,花蓮縣政府北方  10.0  公里 (位於花蓮縣近海),24.08,121.64,23.1,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102816291734
59,20211028144905,000,2,2021-10-28 14:49:05,宜蘭縣政府南方  19.1  公里 (位於宜蘭縣南澳鄉),24.56,121.78,63.6,4.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102814490546
60,20211027230049,000,3,2021-10-27 23:00:49,臺東縣政府南南東方  91.2  公里 (位於臺灣東南部海域),21.98,121.45,26.2,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102723004936
61,20211027203808,000,3,2021-10-27 20:38:08,花蓮縣政府南南西方  27.9  公里 (位於花蓮縣壽豐鄉),23.75,121.53,9.2,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102720380833
62,20211027102007,000,1,2021-10-27 10:20:07,宜蘭縣政府南方  18.2  公里 (位於宜蘭縣南澳鄉),24.57,121.78,63.5,4.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102710200741
63,20211027100647,000,2,2021-10-27 10:06:47,臺東縣政府北北西方  30.7  公里 (位於臺東縣海端鄉),23.02,121.05,5.0,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102710064734
64,20211026172116,000,2,2021-10-26 17:21:16,臺東縣政府東北方  66.9  公里 (位於臺灣東部海域),23.21,121.58,43.1,4.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102617211640
65,20211025034246,000,3,2021-10-25 03:42:46,臺東縣政府東北方  23.6  公里 (位於臺灣東南部海域),22.88,121.34,20.6,3.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102503424639
66,20211025021722,105,3,2021-10-25 02:17:22,屏東縣政府北北西方  12.0  公里 (位於屏東縣里港鄉),22.79,120.46,25.1,4.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102502172242105
67,20211024140511,000,2,2021-10-24 14:05:11,宜蘭縣政府南方  18.6  公里 (位於宜蘭縣南澳鄉),24.57,121.79,63.0,4.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102414051142
68,20211024131242,104,3,2021-10-24 13:12:42,宜蘭縣政府南南西方  16.6  公里 (位於宜蘭縣大同鄉),24.59,121.72,67.3,5.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102413124254104
69,20211024131134,103,4,2021-10-24 13:11:34,宜蘭縣政府南方  22.7  公里 (位於宜蘭縣南澳鄉),24.53,121.79,66.8,6.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102413113465103
70,20211024123852,102,3,2021-10-24 12:38:52,花蓮縣政府北北東方  8.0  公里 (位於花蓮縣近海),24.06,121.64,23.8,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102412385245102
71,20211023183238,101,3,2021-10-23 18:32:38,花蓮縣政府北北東方  10.0  公里 (位於花蓮縣近海),24.08,121.66,25.5,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102318323845101
72,20211023180306,000,2,2021-10-23 18:03:06,花蓮縣政府東南東方  45.6  公里 (位於臺灣東部海域),23.75,121.99,30.6,4.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102318030643
73,20211023121631,000,1,2021-10-23 12:16:31,花蓮縣政府北北東方  12.3  公里 (位於花蓮縣近海),24.1,121.65,27.7,3.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102312163135
74,20211023112458,000,2,2021-10-23 11:24:58,花蓮縣政府東北東方  21.3  公里 (位於臺灣東部海域),24.1,121.8,6.7,4.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102311245841
75,20211023111604,100,4,2021-10-23 11:16:04,花蓮縣政府北北東方  8.9  公里 (位於花蓮縣近海),24.06,121.66,25.8,5.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021102311160453100
76,20211018165257,000,1,2021-10-18 16:52:57,花蓮縣政府北方  23.1  公里 (位於花蓮縣秀林鄉),24.2,121.66,29.5,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101816525736
77,20211018134918,099,4,2021-10-18 13:49:18,花蓮縣政府北北東方  23.5  公里 (位於花蓮縣近海),24.2,121.67,30.2,5.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101813491852099
78,20211018053208,000,2,2021-10-18 05:32:08,花蓮縣政府北北西方  17.2  公里 (位於花蓮縣秀林鄉),24.14,121.59,16.5,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101805320833
79,20211017192333,000,2,2021-10-17 19:23:33,高雄市政府南南東方  86.9  公里 (位於臺灣西南部海域),21.88,120.59,28.1,3.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101719233338
80,20211016193841,000,2,2021-10-16 19:38:41,南投縣政府東方  33.3  公里 (位於南投縣仁愛鄉),23.95,121.01,12.5,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101619384137
81,20211015113100,000,1,2021-10-15 11:31:00,宜蘭縣政府東南方  17.0  公里 (位於宜蘭縣近海),24.62,121.88,58.2,3.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021101511310039
82,20211008034645,000,2,2021-10-08 03:46:45,花蓮縣政府南南西方  89.3  公里 (位於花蓮縣富里鄉),23.23,121.32,8.2,3.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100803464532
83,20211008011342,000,2,2021-10-08 01:13:42,花蓮縣政府北方  37.2  公里 (位於花蓮縣秀林鄉),24.33,121.61,24.5,3.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100801134232
84,20211007155725,000,3,2021-10-07 15:57:25,臺東縣政府北北東方  46.8  公里 (位於臺東縣成功鎮),23.15,121.32,13.4,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100715572536
85,20211007121843,000,1,2021-10-07 12:18:43,宜蘭縣政府東南東方  81.0  公里 (位於臺灣東部海域),24.56,122.54,82.0,4.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100712184349
86,20211007112818,000,2,2021-10-07 11:28:18,臺東縣政府南南西方  34.2  公里 (位於臺東縣近海),22.46,121.04,5.0,3.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100711281838
87,20211007042143,098,4,2021-10-07 04:21:43,花蓮縣政府西南西方  18.6  公里 (位於花蓮縣秀林鄉),23.91,121.46,19.3,4.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100704214342098
88,20211005222159,000,2,2021-10-05 22:21:59,嘉義縣政府東南東方  22.6  公里 (位於嘉義縣中埔鄉),23.38,120.5,7.7,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100522215934
89,20211004140750,097,3,2021-10-04 14:07:50,宜蘭縣政府東方  45.4  公里 (位於臺灣東部海域),24.77,122.21,5.0,4.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100414075048097
90,20211003154440,000,2,2021-10-03 15:44:40,宜蘭縣政府東方  50.1  公里 (位於臺灣東部海域),24.78,122.26,8.7,4.1,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100315444041
91,20211003104530,000,3,2021-10-03 10:45:30,臺東縣政府北北東方  67.8  公里 (位於臺東縣長濱鄉),23.31,121.42,24.2,4.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021100310453040
92,20210926062119,096,4,2021-09-26 06:21:19,花蓮縣政府北北東方  37.1  公里 (位於花蓮縣秀林鄉),24.32,121.69,45.0,5.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021092606211957096
93,20210923172801,000,3,2021-09-23 17:28:01,花蓮縣政府南南西方  22.2  公里 (位於花蓮縣壽豐鄉),23.81,121.52,9.4,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021092317280134
94,20210923122020,000,3,2021-09-23 12:20:20,花蓮縣政府西南方  37.2  公里 (位於花蓮縣萬榮鄉),23.72,121.41,16.5,3.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021092312202035
95,20210922170511,000,2,2021-09-22 17:05:11,宜蘭縣政府東北東方  24.7  公里 (位於臺灣東部海域),24.86,121.96,12.3,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021092217051137
96,20210919124603,000,1,2021-09-19 12:46:03,宜蘭縣政府東方  55.9  公里 (位於臺灣東部海域),24.73,122.32,96.8,4.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091912460349
97,20210916175118,000,1,2021-09-16 17:51:18,花蓮縣政府南南西方  22.2  公里 (位於花蓮縣壽豐鄉),23.81,121.53,46.7,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091617511837
98,20210916174654,000,2,2021-09-16 17:46:54,嘉義市政府東方  1.8  公里 (位於嘉義市東區),23.48,120.47,7.0,3.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091617465432
99,20210916164215,000,2,2021-09-16 16:42:15,臺東縣政府北方  36.3  公里 (位於臺東縣關山鎮),23.08,121.16,7.3,3.0,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091616421530
100,20210915185053,095,3,2021-09-15 18:50:53,臺東縣政府北北東方  51.1  公里 (位於臺東縣成功鎮),23.16,121.39,20.6,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091518505345095
101,20210915114550,000,2,2021-09-15 11:45:50,宜蘭縣政府東北東方  27.3  公里 (位於臺灣東部海域),24.83,122.01,10.1,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091511455036
102,20210914125013,000,3,2021-09-14 12:50:13,臺東縣政府南方  68.0  公里 (位於臺灣東南部海域),22.15,121.07,9.2,3.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091412501339
103,20210913184127,094,4,2021-09-13 18:41:27,南投縣政府東北東方  40.9  公里 (位於南投縣仁愛鄉),24.12,121.02,46.9,5.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091318412756094
104,20210913080334,000,2,2021-09-13 08:03:34,臺東縣政府北方  48.4  公里 (位於臺東縣海端鄉),23.19,121.09,5.4,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091308033433
105,20210911230350,000,2,2021-09-11 23:03:50,臺東縣政府北北西方  28.9  公里 (位於臺東縣海端鄉),23.0,121.05,6.0,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091123035036
106,20210911195103,000,4,2021-09-11 19:51:03,臺東縣政府東北方  28.5  公里 (位於臺東縣近海),22.96,121.31,7.1,2.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091119510329
107,20210911013945,000,3,2021-09-11 01:39:45,花蓮縣政府南南西方  27.8  公里 (位於花蓮縣鳳林鎮),23.77,121.48,9.1,3.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091101394539
108,20210910134504,000,2,2021-09-10 13:45:04,花蓮縣政府東南東方  47.4  公里 (位於臺灣東部海域),23.86,122.06,37.8,4.8,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021091013450448
109,20210908001911,000,2,2021-09-08 00:19:11,宜蘭縣政府東南方  37.5  公里 (位於臺灣東部海域),24.48,122.01,24.9,4.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090800191143
110,20210906220026,093,4,2021-09-06 22:00:26,花蓮縣政府東南東方  49.4  公里 (位於臺灣東部海域),23.85,122.08,41.7,5.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090622002659093
111,20210905085427,000,2,2021-09-05 08:54:27,臺南市政府東北方  36.9  公里 (位於臺南市柳營區),23.26,120.39,12.1,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090508542734
112,20210904123708,000,2,2021-09-04 12:37:08,宜蘭縣政府東南方  46.9  公里 (位於臺灣東部海域),24.37,122.01,25.7,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090412370845
113,20210903121741,000,4,2021-09-03 12:17:41,臺南市政府東北東方  41.0  公里 (位於臺南市楠西區),23.17,120.53,5.0,3.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090312174137
114,20210903000720,000,4,2021-09-03 00:07:20,花蓮縣政府南南西方  96.6  公里 (位於花蓮縣富里鄉),23.17,121.3,6.2,3.3,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090300072033
115,20210902190923,000,2,2021-09-02 19:09:23,臺南市政府東北東方  42.3  公里 (位於臺南市南化區),23.17,120.55,4.7,4.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090219092344
116,20210902185659,092,3,2021-09-02 18:56:59,臺南市政府東北東方  43.7  公里 (位於臺南市楠西區),23.2,120.55,4.7,4.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090218565947092
117,20210902134118,000,3,2021-09-02 13:41:18,臺東縣政府北北西方  29.4  公里 (位於臺東縣海端鄉),23.01,121.06,6.6,3.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090213411839
118,20210901062756,091,4,2021-09-01 06:27:56,高雄市政府北北東方  83.1  公里 (位於高雄市那瑪夏區),23.27,120.72,12.3,4.9,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021090106275649091
119,20210830174726,000,2,2021-08-30 17:47:26,宜蘭縣政府東南東方  24.7  公里 (位於臺灣東部海域),24.66,121.99,63.0,4.5,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021083017472645
120,20210830160013,000,1,2021-08-30 16:00:13,花蓮縣政府西北西方  12.8  公里 (位於花蓮縣秀林鄉),24.06,121.52,22.6,3.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021083016001332
121,20210824105520,000,2,2021-08-24 10:55:20,花蓮縣政府西南西方  16.5  公里 (位於花蓮縣秀林鄉),23.93,121.47,19.6,3.4,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021082410552034
122,20210824060345,000,3,2021-08-24 06:03:45,南投縣政府南南東方  39.4  公里 (位於南投縣信義鄉),23.58,120.85,7.6,3.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021082406034536
123,20210823185638,000,2,2021-08-23 18:56:38,宜蘭縣政府東方  49.2  公里 (位於臺灣東部海域),24.75,122.25,10.2,4.6,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021082318563846
124,20210822195201,090,4,2021-08-22 19:52:01,臺南市政府東北東方  44.7  公里 (位於臺南市南化區),23.17,120.58,13.6,4.7,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021082219520147090
125,20210821215942,000,3,2021-08-21 21:59:42,宜蘭縣政府南方  16.6  公里 (位於宜蘭縣南澳鄉),24.58,121.79,5.0,3.2,https://scweb.cwb.gov.tw//zh-tw/earthquake/details/2021082121594232
